Region,Office,Client ID,Client Status,Loan Status,Client Score,Status Date
Coast Region,Mariakani,81401.0,Active,P+I In Default,40.74,2021-02-28
Nairobi Region,Limuru,46573.0,Dormant,Pending Renewal,67.29,2020-08-31
Nairobi Region,Kahawa,27689.0,Inactive,Pending Renewal,,2018-01-31
North Rift Region,Eldoret3,7224.0,Active,Penalties,66.48,2021-02-28
Coast Region,Mtwapa,31035.0,Dormant,Penalties,35.31,2019-03-31
Nairobi Region,Kiambu,27951.0,Dormant,Penalties,60.27,2020-04-30
South Rift AgriBiz,Ndunyu Njeru,47453.0,Dormant,Pending Renewal,50.67,2020-10-31
Eastern Region,Kitui,51208.0,Dormant,Penalties,0.15,2020-02-29
North Rift Region,Eldoret3,43194.0,Dormant,Penalties,43.01,2019-10-31
Coast Region,Changamwe,45328.0,Dormant,Penalties,0.15,2019-10-31
Nairobi Region,Embakasi,21946.0,Dormant,Penalties,48.98,2019-01-31
Eastern Region,Machakos,74292.0,Dormant,Penalties,1.31,2020-10-31
North Rift Region,Kitale,5843.0,Dormant,Pending Renewal,48.67,2017-05-31
South Rift Region,Bomet,66813.0,Dormant,Penalties,49.87,2020-09-30
North Rift Region,Eldoret3,29383.0,Dormant,Penalties,50.86,2019-02-28
Nairobi Region,Embakasi,45183.0,Dormant,Penalties,0.15,2019-10-31
South Rift Region,Nyahururu,66496.0,Dormant,Penalties,4.74,2020-09-30
Nairobi Region,Ngong Road,52726.0,Dormant,Penalties,0.15,2020-03-31
Eastern Region,Wote,80758.0,Active,Pending Renewal,67.48,2021-01-31
North Rift Region,Eldoret3,57317.0,Dormant,Penalties,0.5,2020-11-30
North Rift Region,Iten,32333.0,Dormant,Penalties,29.64,2020-08-31
Coast Region,Malindi,73639.0,Dormant,Penalties,14.11,2021-02-28
Nairobi Region,Ngong Road,1248.0,Dormant,Penalties,33.57,2018-07-31
South Rift Region,Kericho,82931.0,Active,P+I Current,45.49,2021-02-28
North Rift Region,Kapsabet,44633.0,Dormant,Penalties,23.86,2019-10-31
Eastern Region,Wote,71449.0,Dormant,Penalties,1.3,2021-02-28
North Rift Region,Eldoret3,16082.0,Dormant,Penalties,43.29,2018-07-31
Nairobi Region,Kariobangi,40629.0,Dormant,Penalties,11.76,2019-08-31
South Rift Region,Narok,13916.0,Dormant,Penalties,0.15,2018-03-31
South Rift AgriBiz,Londiani,80346.0,Active,P+I In Default,,2020-11-30
North Rift Region,Kapsabet,26792.0,Dormant,Penalties,0.15,2018-11-30
Eastern Region,Wote,75339.0,Active,Penalties,64.96,2021-01-31
North Rift Region,Eldoret2,8520.0,Dormant,Penalties,62.13,2017-08-31
Nairobi Region,Limuru,62420.0,Dormant,Penalties,48.38,2020-10-31
South Rift Region,Nyahururu,59320.0,Dormant,Penalties,26.27,2021-01-31
Central AgriBiz,Githunguri,43746.0,Active,P+I In Default,,2018-10-31
Nairobi Region,Limuru,11616.0,Dormant,Penalties,19.19,2017-11-30
Coast Region,Mombasa,17103.0,Dormant,Penalties,26.42,2018-06-30
South Rift Region,Kericho,31266.0,Dormant,Penalties,50.98,2021-02-28
Nairobi Region,Kahawa,4024.0,Dormant,Penalties,44.8,2018-03-31
Nairobi Region,Rongai,81272.0,Active,P+I In Default,39.87,2021-02-28
Western Region,Mbale,56461.0,Dormant,Penalties,9.62,2020-04-30
Coast Region,Malindi,51777.0,Active,P+I Current,61.65,2021-02-28
South Rift AgriBiz,Nakuru AgriBiz,6220.0,Dormant,Pending Renewal,46.41,2017-01-31
South Rift Region,Molo,82394.0,Active,Penalties,18.81,2021-01-31
Nairobi Region,Kiambu,49850.0,Dormant,Penalties,19.8,2020-02-29
South Rift AgriBiz,Ndunyu Njeru,82044.0,Active,P+I In Default,,2021-01-31
South Rift Region,Bomet,15059.0,Inactive,Pending Renewal,,2017-04-30
South Rift Region,Kericho,46558.0,Dormant,Penalties,9.03,2019-10-31
South Rift Region,Nakuru,48776.0,Dormant,Pending Renewal,40.46,2019-12-31
South Rift Region,Naivasha,3004.0,Dormant,Penalties,58.75,2016-09-30
Nairobi Region,Kariobangi,21093.0,Dormant,Penalties,32.03,2018-08-31
Nairobi Region,Ngong Road,23031.0,Dormant,Penalties,50.92,2018-11-30
South Rift Region,Litein,31424.0,Dormant,Penalties,8.9,2019-05-31
Coast Region,Ukunda,47632.0,Dormant,Pending Renewal,75.31,2019-12-31
North Rift Region,Kitale,18449.0,Dormant,Penalties,25.36,2019-07-31
Nairobi Region,Rongai,3231.0,Dormant,Penalties,3.35,2016-08-31
Nairobi Region,Ngong Road,40504.0,Dormant,Penalties,31.16,2019-11-30
South Rift Region,Bomet,31656.0,Dormant,Penalties,28.23,2019-07-31
Coast Region,Ukunda,17175.0,Dormant,Penalties,29.06,2018-06-30
Nairobi Region,Embakasi,6151.0,Active,Penalties,50.69,2021-02-28
North Rift Region,Kapsabet,65260.0,Dormant,Penalties,63.32,2021-02-28
Nairobi Region,Thika,2326.0,Dormant,Penalties,45.62,2018-03-31
Nairobi Region,Limuru,29472.0,Dormant,Penalties,31.18,2019-04-30
Eastern Region,Kitui,49620.0,Active,P+I In Default,48.49,2021-02-28
Nairobi Region,Embakasi,21857.0,Dormant,Penalties,56.23,2018-10-31
Western Region,Busia,54494.0,Dormant,Penalties,28.61,2021-01-31
North Rift Region,Kapsabet,10089.0,Dormant,Penalties,24.24,2018-11-30
Coast Region,Kilifi,82235.0,Active,P+I Current,79.9,2021-02-28
South Rift Region,Nakuru,62906.0,Dormant,Penalties,0.15,2020-08-31
North Rift Region,Kapenguria,77890.0,Active,Penalties,37.64,2020-11-30
South Rift Region,Bomet,60089.0,Dormant,Penalties,53.39,2020-08-31
Nairobi Region,Kahawa,69774.0,Dormant,Penalties,0.46,2020-11-30
Central AgriBiz,Githunguri,63699.0,Dormant,P+I In Default,,2021-01-31
South Rift Region,Narok,53204.0,Active,P+I Current,80.87,2021-02-28
Central AgriBiz,Githunguri,39292.0,Dormant,P+I In Default,,2020-12-31
Central AgriBiz,Githunguri,34852.0,Dormant,P+I In Default,,2020-10-31
Eastern Region,Kitui,71685.0,Active,P+I Current,62.6,2021-02-28
Nairobi Region,Rongai,44766.0,Active,P+I Current,68.67,2021-02-28
Coast Region,Malindi,31486.0,Dormant,Penalties,53.11,2019-10-31
Nairobi Region,Embakasi,4639.0,Dormant,Penalties,24.65,2016-12-31
Nairobi Region,Kahawa,84721.0,New,P+I Current,49.66,2021-02-28
South Rift AgriBiz,Maili Nne,65628.0,Dormant,Pending Renewal,65.28,2021-02-28
Coast Region,Mtwapa,78341.0,Active,Penalties,6.18,2020-10-31
Nairobi Region,Kahawa,80366.0,Active,P+I In Default,,2020-10-31
South Rift Region,Nakuru,48754.0,Inactive,Pending Renewal,,2018-12-31
North Rift Region,Eldoret1,32182.0,Dormant,Penalties,4.35,2019-04-30
Coast Region,Mombasa,43541.0,Dormant,Penalties,42.14,2019-12-31
Nairobi Region,Ngong Road,9419.0,Dormant,Penalties,5.45,2017-07-31
Eastern Region,Wote,67744.0,Dormant,Penalties,12.83,2020-11-30
Nairobi Region,Embakasi,2694.0,Dormant,Penalties,42.18,2016-05-31
Nairobi Region,Kiambu,21914.0,Dormant,Penalties,0.15,2018-07-31
South Rift AgriBiz,Keringet,67732.0,Active,Penalties,51.28,2021-02-28
South Rift Region,Narok,80139.0,Active,Penalties,38.41,2021-01-31
Nairobi Region,Ngong Road,32709.0,Dormant,Penalties,57.0,2019-06-30
Nairobi Region,Limuru,9858.0,Dormant,Penalties,0.15,2017-08-31
North Rift Region,Kapenguria,36243.0,Dormant,Penalties,0.15,2019-05-31
Nairobi Region,Kariobangi,1802.0,Dormant,Penalties,27.32,2016-06-30
Nairobi Region,Embakasi,10306.0,Dormant,Penalties,15.99,2017-08-31
Coast Region,Malindi,30225.0,Dormant,Penalties,36.02,2019-05-31
South Rift AgriBiz,Londiani,50392.0,Dormant,Pending Renewal,53.48,2020-12-31
North Rift Region,Eldoret1,36550.0,Dormant,Penalties,2.17,2019-05-31
Western Region,Mbale,56815.0,Dormant,Penalties,44.45,2020-06-30
South Rift Region,Naivasha,33915.0,Dormant,Penalties,60.02,2019-06-30
Nairobi Region,Limuru,45849.0,Dormant,Penalties,0.15,2019-10-31
South Rift Region,Kericho,5308.0,Dormant,Penalties,58.94,2017-08-31
North Rift Region,Kitale,22549.0,Active,Penalties,62.43,2020-11-30
South Rift AgriBiz,Ndunyu Njeru,17315.0,Active,P+I In Default,71.73,2021-02-28
Western Region,Mumias,59780.0,Dormant,Penalties,0.15,2020-06-30
South Rift AgriBiz,Ndunyu Njeru,13376.0,Dormant,Penalties,29.8,2019-10-31
Coast Region,Changamwe,45331.0,Dormant,Penalties,32.89,2019-10-31
Nairobi Region,Embakasi,83525.0,Active,Penalties,20.73,2021-02-28
Nairobi Region,Kariobangi,25153.0,Dormant,Penalties,43.85,2018-11-30
Nairobi Region,Kiambu,14869.0,Dormant,Penalties,8.9,2018-07-31
North Rift Region,Iten,67558.0,Dormant,Penalties,31.3,2020-10-31
Central AgriBiz,Githunguri,66344.0,Active,P+I Current,90.33,2021-02-28
Eastern Region,Machakos,85757.0,New,P+I Current,,2021-02-28
Western Region,Busia,49845.0,Dormant,Pending Renewal,41.91,2020-02-29
North Rift Region,Iten,14581.0,Dormant,Penalties,47.79,2019-06-30
South Rift Region,Litein,27054.0,Dormant,Penalties,42.91,2019-03-31
North Rift Region,Eldoret2,15306.0,Dormant,Penalties,35.89,2018-03-31
Nairobi Region,Thika,47636.0,Dormant,Penalties,32.04,2020-01-31
South Rift Region,Narok,84324.0,Active,P+I In Default,,2021-02-28
Western Region,Kisumu,85410.0,New,P+I Current,,2021-02-28
Nairobi Region,Kariobangi,13109.0,Dormant,Penalties,51.2,2018-04-30
Western Region,Mbale,64517.0,Dormant,Penalties,41.57,2020-08-31
Coast Region,Mombasa,14357.0,Dormant,Pending Renewal,53.04,2019-09-30
Nairobi Region,Kariobangi,12087.0,Dormant,Penalties,42.68,2017-12-31
North Rift Region,Kitale,37542.0,Inactive,Pending Renewal,,2018-06-30
North Rift Region,Eldoret1,13558.0,Dormant,Penalties,29.59,2018-02-28
Nairobi Region,Kahawa,69933.0,Active,P+I In Default,72.25,2021-02-28
Nairobi Region,Kahawa,46185.0,Dormant,Penalties,29.11,2019-12-31
South Rift Region,Nakuru,293.0,Dormant,Pending Renewal,23.9,2016-03-31
Eastern Region,Matuu,84073.0,Active,P+I In Default,,2021-02-28
Eastern Region,Kitui,70544.0,Dormant,Penalties,1.56,2020-11-30
North Rift Region,Eldoret1,27087.0,Dormant,Penalties,56.8,2019-03-31
Nairobi Region,Embakasi,4042.0,Dormant,Penalties,38.05,2017-03-31
South Rift Region,Narok,33945.0,Dormant,Penalties,27.4,2019-04-30
Eastern Region,Wote,65265.0,Active,P+I In Default,45.35,2021-02-28
North Rift Region,Eldoret1,32757.0,Dormant,Penalties,20.81,2019-04-30
Coast Region,Mariakani,38866.0,Dormant,Penalties,52.46,2019-08-31
North Rift Region,Nandi Hills,54706.0,Dormant,Penalties,33.18,2020-05-31
Nairobi Region,Kahawa,9428.0,Dormant,Penalties,37.72,2019-05-31
Nairobi Region,Kiambu,67188.0,Dormant,Penalties,52.05,2020-09-30
South Rift AgriBiz,Ndunyu Njeru,17395.0,Active,P+I In Default,49.92,2021-02-28
North Rift Region,Eldoret1,37420.0,Dormant,Penalties,29.38,2019-07-31
Coast Region,Malindi,34832.0,Dormant,Penalties,39.4,2021-02-28
Western Region,Bungoma,76209.0,Dormant,Penalties,46.28,2021-02-28
North Rift Region,Eldoret2,20109.0,Dormant,Penalties,46.96,2018-09-30
North Rift Region,Kitale,10357.0,Dormant,Penalties,36.86,2018-08-31
Western Region,Mumias,84130.0,Active,P+I In Default,,2021-02-28
Coast Region,Mariakani,28100.0,Active,P+I In Default,43.59,2021-02-28
Coast Region,Malindi,79873.0,Active,P+I Current,60.91,2021-02-28
Western Region,Kisumu,72328.0,Active,Penalties,65.88,2021-02-28
Nairobi Region,Rongai,25188.0,Dormant,Penalties,38.59,2019-04-30
Western Region,Kisumu,53178.0,Dormant,Penalties,21.75,2020-04-30
North Rift Region,Iten,27984.0,Dormant,Penalties,37.55,2019-05-31
Nairobi Region,Rongai,50574.0,Dormant,Penalties,8.9,2020-02-29
North Rift Region,Kitale,7778.0,Dormant,Penalties,44.54,2017-07-31
Nairobi Region,Embakasi,22599.0,Dormant,Penalties,0.15,2018-07-31
South Rift Region,Litein,14609.0,Dormant,Penalties,58.15,2020-11-30
Nairobi Region,Kiambu,64146.0,Dormant,Penalties,25.91,2020-08-31
Nairobi Region,Limuru,61278.0,Dormant,Penalties,2.65,2020-07-31
North Rift Region,Kitale,12456.0,Dormant,Penalties,20.06,2018-02-28
Nairobi Region,Kariobangi,81957.0,Active,Penalties,44.74,2021-01-31
South Rift AgriBiz,Nakuru AgriBiz,46595.0,Active,Pending Renewal,80.67,2021-02-28
Coast Region,Ukunda,44582.0,Dormant,Penalties,0.15,2019-09-30
South Rift Region,Kericho,45381.0,Dormant,Pending Renewal,55.16,2019-10-31
Nairobi Region,Kahawa,710.0,Dormant,Penalties,50.79,2019-10-31
South Rift AgriBiz,Nakuru AgriBiz,64.0,Dormant,Penalties,51.13,2021-02-28
Coast Region,Mtwapa,13418.0,Dormant,Penalties,40.8,2018-08-31
Eastern Region,Machakos,78935.0,Active,Penalties,14.03,2020-10-31
Nairobi Region,Limuru,17557.0,Dormant,Penalties,9.98,2018-04-30
Nairobi Region,Embakasi,38126.0,Dormant,Penalties,39.27,2019-09-30
Nairobi Region,Limuru,9084.0,Dormant,Penalties,12.68,2017-07-31
Nairobi Region,Thika,73531.0,Dormant,Penalties,0.73,2021-02-28
South Rift Region,Litein,55529.0,Dormant,Penalties,24.13,2020-05-31
Eastern Region,Mwingi,63712.0,Dormant,Penalties,37.96,2020-10-31
Coast Region,Kilifi,49459.0,Dormant,Penalties,48.99,2020-07-31
Western Region,Kisumu,65822.0,Dormant,Penalties,19.14,2020-09-30
Nairobi Region,Ngong Road,15071.0,Dormant,Penalties,54.72,2018-09-30
North Rift Region,Eldoret2,28630.0,Active,P+I Current,77.15,2021-02-28
South Rift Region,Kericho,37464.0,Dormant,Penalties,38.4,2019-06-30
Eastern Region,Matuu,53629.0,Dormant,Penalties,0.15,2020-03-31
North Rift Region,Kitale,20475.0,Dormant,Penalties,0.15,2018-06-30
Eastern Region,Machakos,79630.0,Active,P+I In Default,,2020-12-31
Nairobi Region,Kariobangi,18480.0,Dormant,Penalties,43.28,2018-09-30
North Rift Region,Kapsabet,13062.0,Dormant,Penalties,5.28,2018-02-28
Nairobi Region,Embakasi,60561.0,Dormant,Penalties,2.85,2020-06-30
Nairobi Region,Embakasi,29445.0,Dormant,Penalties,16.58,2019-02-28
North Rift Region,Iten,65780.0,Dormant,Penalties,0.15,2020-09-30
South Rift Region,Litein,84718.0,New,P+I Current,,2021-02-28
South Rift Region,Nakuru,8047.0,Dormant,Penalties,39.49,2017-10-31
Nairobi Region,Ngong Road,67563.0,Dormant,Penalties,20.78,2021-02-28
Nairobi Region,Kahawa,3537.0,Dormant,Pending Renewal,51.27,2016-11-30
North Rift Region,Kapenguria,50493.0,Dormant,Penalties,30.21,2020-04-30
Western Region,Mbale,76340.0,Active,P+I In Default,70.78,2021-02-28
Nairobi Region,Limuru,32713.0,Active,Penalties,44.54,2020-10-31
North Rift Region,Nandi Hills,39741.0,Dormant,Penalties,46.39,2019-11-30
Coast Region,Malindi,41972.0,Active,Penalties,56.54,2020-10-31
Nairobi Region,Thika,13534.0,Dormant,Penalties,9.16,2018-02-28
South Rift Region,Litein,51722.0,Dormant,Penalties,37.7,2020-03-31
Nairobi Region,Embakasi,13574.0,Active,Penalties,50.19,2021-01-31
South Rift Region,Kericho,32799.0,Dormant,Penalties,49.78,2019-06-30
Nairobi Region,Kiambu,40172.0,Dormant,Penalties,68.18,2019-08-31
North Rift Region,Eldoret1,23224.0,Dormant,Penalties,14.57,2018-08-31
North Rift Region,Kapsabet,78347.0,Active,Penalties,68.72,2021-01-31
Nairobi Region,Kahawa,43982.0,Dormant,Penalties,41.33,2019-12-31
North Rift Region,Iten,23626.0,Dormant,Penalties,48.86,2019-07-31
North Rift Region,Kapsabet,8098.0,Active,P+I In Default,47.46,2020-12-31
Nairobi Region,Kariobangi,61457.0,Inactive,Pending Renewal,,2019-07-31
North Rift Region,Eldoret2,31840.0,Dormant,Penalties,42.19,2019-05-31
Nairobi Region,Kiambu,12580.0,Dormant,Penalties,40.82,2018-03-31
North Rift Region,Kapsabet,58522.0,Dormant,Penalties,54.16,2020-10-31
North Rift Region,Eldoret3,57041.0,Dormant,Penalties,20.43,2020-05-31
Nairobi Region,Kiambu,75360.0,Dormant,Penalties,10.06,2020-10-31
Western Region,Kisumu,66977.0,Dormant,Penalties,15.47,2020-09-30
South Rift AgriBiz,Maili Nne,71731.0,Active,Pending Renewal,54.15,2021-02-28
North Rift Region,Kitale,75125.0,Active,P+I Current,61.58,2021-02-28
North Rift Region,Kitale,25408.0,Dormant,Penalties,68.23,2020-02-29
Western Region,Kakamega,64970.0,Dormant,Penalties,10.0,2020-08-31
South Rift Region,Nakuru,277.0,Dormant,Pending Renewal,75.15,2016-03-31
North Rift Region,Eldoret3,24366.0,Dormant,Penalties,18.44,2018-09-30
Western Region,Busia,51155.0,Inactive,Pending Renewal,,2019-03-31
South Rift AgriBiz,Nakuru AgriBiz,61010.0,Dormant,Penalties,43.88,2021-02-28
South Rift Region,Kericho,73338.0,Active,Penalties,68.71,2021-02-28
South Rift AgriBiz,Ndunyu Njeru,12175.0,Dormant,P+I In Default,,2019-04-30
North Rift Region,Eldoret2,81574.0,Active,P+I In Default,27.55,2021-02-28
Western Region,Mbale,59268.0,Active,P+I In Default,29.55,2020-11-30
Nairobi Region,Kariobangi,12077.0,Dormant,Pending Renewal,46.76,2018-03-31
North Rift Region,Eldoret2,62084.0,Dormant,Penalties,27.68,2020-07-31
Eastern Region,Mwingi,60431.0,Dormant,Penalties,30.31,2020-08-31
Nairobi Region,Rongai,83724.0,Inactive,Pending Renewal,,2021-02-28
Coast Region,Mariakani,39023.0,Dormant,Penalties,9.61,2019-07-31
South Rift Region,Narok,35443.0,Dormant,Penalties,43.21,2019-05-31
South Rift Region,Nakuru,1988.0,Dormant,Penalties,37.31,2016-08-31
Coast Region,Malindi,42174.0,Dormant,Pending Renewal,48.75,2019-12-31
Eastern Region,Wote,67891.0,Dormant,Penalties,0.15,2020-10-31
Western Region,Bungoma,81999.0,Active,Penalties,1.31,2021-01-31
South Rift Region,Kericho,69978.0,Inactive,Pending Renewal,,2019-11-30
South Rift Region,Litein,59270.0,Dormant,Penalties,41.21,2020-11-30
Coast Region,Voi,55598.0,Dormant,Penalties,33.68,2020-05-31
South Rift Region,Naivasha,16546.0,Dormant,Penalties,0.15,2018-04-30
Western Region,Mumias,85385.0,New,P+I Current,,2021-02-28
South Rift AgriBiz,Ndunyu Njeru,69620.0,Inactive,Pending Renewal,,2019-11-30
Nairobi Region,Kariobangi,35523.0,Dormant,Pending Renewal,74.4,2020-06-30
Nairobi Region,Kariobangi,524.0,Dormant,Penalties,41.61,2016-04-30
Nairobi Region,Kariobangi,13596.0,Dormant,Penalties,8.9,2018-03-31
North Rift Region,Kapsabet,40839.0,Dormant,Penalties,0.15,2019-08-31
Nairobi Region,Kiambu,1977.0,Dormant,Pending Renewal,46.74,2016-04-30
Western Region,Mbale,82319.0,Active,Penalties,53.21,2020-12-31
Western Region,Kisumu,81259.0,Active,Penalties,40.12,2021-02-28
Nairobi Region,Kariobangi,1730.0,Dormant,Penalties,0.15,2016-04-30
South Rift Region,Narok,45835.0,Dormant,Penalties,26.21,2020-03-31
Coast Region,Changamwe,62057.0,Active,Pending Renewal,62.14,2021-02-28
South Rift Region,Nakuru,10819.0,Dormant,Penalties,0.15,2017-10-31
South Rift Region,Narok,18832.0,Dormant,Penalties,58.7,2018-10-31
Nairobi Region,Kiambu,56878.0,Dormant,Pending Renewal,64.22,2020-05-31
Coast Region,Ukunda,29119.0,Dormant,Penalties,41.84,2019-07-31
Coast Region,Ukunda,25837.0,Dormant,Penalties,1.24,2018-11-30
Coast Region,Ukunda,14400.0,Dormant,Penalties,53.5,2018-08-31
South Rift Region,Bomet,21258.0,Dormant,Penalties,47.11,2018-11-30
Nairobi Region,Kahawa,73800.0,Dormant,Penalties,21.29,2021-02-28
Nairobi Region,Thika,38839.0,Dormant,Penalties,39.39,2019-10-31
North Rift Region,Eldoret3,23035.0,Dormant,Pending Renewal,23.95,2018-08-31
Western Region,Bungoma,74591.0,Dormant,Penalties,18.81,2020-10-31
North Rift Region,Kitale,82407.0,Active,Penalties,44.76,2020-12-31
Western Region,Mumias,84982.0,New,P+I Current,,2021-02-28
South Rift Region,Bomet,45028.0,Active,Penalties,78.35,2021-02-28
Coast Region,Mombasa,70051.0,Dormant,Penalties,6.6,2020-11-30
Nairobi Region,Ngong Road,43398.0,Dormant,Penalties,32.45,2019-11-30
North Rift Region,Iten,24004.0,Dormant,Penalties,33.06,2021-02-28
Nairobi Region,Kiambu,50934.0,Dormant,Penalties,7.42,2020-02-29
Western Region,Kakamega,79905.0,Inactive,Pending Renewal,,2020-10-31
South Rift Region,Nakuru,83225.0,Active,Penalties,38.35,2021-01-31
South Rift Region,Litein,16175.0,Dormant,Penalties,26.05,2018-04-30
Nairobi Region,Embakasi,7083.0,Dormant,Penalties,16.16,2017-04-30
South Rift Region,Litein,19241.0,Dormant,Penalties,0.15,2018-05-31
Nairobi Region,Kahawa,42511.0,Dormant,Penalties,21.25,2019-10-31
South Rift AgriBiz,Ndunyu Njeru,77168.0,Active,Pending Renewal,57.49,2021-01-31
Nairobi Region,Kiambu,64429.0,Dormant,Penalties,25.57,2020-11-30
Eastern Region,Tala,50821.0,Inactive,Pending Renewal,,2019-02-28
Nairobi Region,Thika,41894.0,Dormant,Penalties,30.0,2020-06-30
Nairobi Region,Kahawa,30470.0,Dormant,Penalties,17.74,2019-06-30
South Rift Region,Nakuru,60625.0,Dormant,Penalties,2.83,2020-06-30
South Rift Region,Litein,44440.0,Dormant,Penalties,32.26,2019-10-31
Nairobi Region,Rongai,13812.0,Dormant,Penalties,13.02,2018-11-30
North Rift Region,Iten,15253.0,Active,Penalties,43.53,2021-02-28
Nairobi Region,Ngong Road,53083.0,Dormant,Penalties,22.49,2020-03-31
South Rift AgriBiz,Ndunyu Njeru,44023.0,Dormant,Penalties,32.98,2020-07-31
Western Region,Mumias,74245.0,Active,Penalties,47.42,2020-10-31
Nairobi Region,Limuru,83978.0,Active,P+I In Default,47.73,2021-02-28
South Rift Region,Naivasha,20127.0,Dormant,Penalties,51.57,2018-08-31
Nairobi Region,Thika,29487.0,Dormant,Penalties,43.78,2019-04-30
South Rift Region,Kericho,58642.0,Dormant,Penalties,36.47,2020-07-31
South Rift Region,Nyahururu,59953.0,Dormant,Penalties,19.16,2020-07-31
Western Region,Kisumu,61038.0,Active,Penalties,66.31,2021-02-28
South Rift Region,Molo,73415.0,Dormant,Penalties,61.78,2021-02-28
North Rift Region,Iten,18681.0,Dormant,Penalties,8.9,2018-05-31
Coast Region,Mtwapa,27197.0,Dormant,Pending Renewal,47.92,2019-09-30
Nairobi Region,Kariobangi,12429.0,Dormant,Penalties,8.9,2017-12-31
Coast Region,Mariakani,47037.0,Dormant,Penalties,32.44,2019-11-30
North Rift Region,Kapsabet,59355.0,Dormant,Penalties,32.71,2021-01-31
Western Region,Kakamega,74209.0,Dormant,Penalties,1.31,2020-10-31
Coast Region,Ukunda,76932.0,Active,Penalties,51.0,2021-02-28
North Rift Region,Eldoret1,38182.0,Dormant,Penalties,21.55,2019-06-30
Nairobi Region,Embakasi,37324.0,Dormant,Penalties,61.3,2019-06-30
South Rift Region,Litein,78209.0,Active,P+I In Default,46.88,2021-02-28
North Rift Region,Kitale,77506.0,Active,P+I Current,80.1,2021-02-28
South Rift Region,Kericho,70261.0,Dormant,Penalties,35.23,2021-01-31
North Rift Region,Kitale,20212.0,Dormant,Penalties,0.15,2018-06-30
